monument,monumentLabel,monumentDescription,type,typeLabel,typeDescription,sipa_id,idwlm,gps_coords,locationLabel,localidadeLabel,image
http://www.wikidata.org/entity/Q10300675,Igreja de Santiago de Palmela,igreja no Castelo de Palmela,http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,2157,DGPC-71223,Point(-8.901206 38.565662),,Palmela,http://commons.wikimedia.org/wiki/Special:FilePath/Palmela1.jpg
http://www.wikidata.org/entity/Q10300672,Igreja de Santiago,"igreja em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,20194,DGPC-70832,Point(-9.260251 39.091881),São Pedro e Santiago,"Santa Maria, São Pedro e Matacães",http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20S%C3%A3o%20Tiago%20-%20Torres%20Vedras%20-%20Portugal%20%2849947012282%29.jpg
http://www.wikidata.org/entity/Q10300673,Igreja de Santiago de Antas,"igreja em Antas, município de Vila Nova de Famalicão,",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,1120,DGPC-73393,Point(-8.49061209 41.38680942),Antas,Antas e Abade de Vermoim,http://commons.wikimedia.org/wiki/Special:FilePath/Antiga%20Igreja%20Matriz%20de%20Santiago%20de%20Antas%20-%20Portugal%20%2837085825725%29.jpg
http://www.wikidata.org/entity/Q10300684,Igreja de Santo André,"igreja em Vila Boa de Quires, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,4935,DGPC-70638,Point(-8.201104 41.20812),Vila Boa de Quires,Vila Boa de Quires e Maureles,http://commons.wikimedia.org/wiki/Special:FilePath/Aproaching%20%284319377589%29.jpg
http://www.wikidata.org/entity/Q10300690,Igreja de Santo Antão,"igreja em Évora, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,3953,DGPC-74948,Point(-7.910001 38.571311),Santo Antão,"Évora (São Mamede, Sé, São Pedro e Santo Antão)",http://commons.wikimedia.org/wiki/Special:FilePath/Portugalia%20Evora%20plac%20Giraldo%2004.jpg
http://www.wikidata.org/entity/Q10300698,Igreja de Santo António da Torre Velha,"igreja em Arcozelo, no município de Ponte de Lima",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,2217,SIPA-2217,Point(-8.587912 41.769619),,Arcozelo,http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20de%20lima%20igreja%20santo%20antonio%20da%20torre%20velha%20%281%29.JPG
http://www.wikidata.org/entity/Q10300707,"Igreja de São Bartolomeu, incluindo todo o seu património integrado","igreja em Coimbra, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,4204,DGPC-155636,Point(-8.429591 40.208253),São Bartolomeu,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",http://commons.wikimedia.org/wiki/Special:FilePath/Coimbra-SaoBartolomeu.jpg
http://www.wikidata.org/entity/Q10300705,Igreja do Bairro da Encarnação,"igreja no bairro da Encarnação, Olivais, Lisboa",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,26918,,Point(-9.117191 38.773735),Encarnação,Olivais,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20da%20Encarna%C3%A7%C3%A3o.JPG
http://www.wikidata.org/entity/Q10300711,Igreja de São Bartolomeu de Messines,igreja e património cultural na São Bartolomeu de Messines em Portugal,http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,2851,DGPC-74741,Point(-8.28636389 37.25701944),,São Bartolomeu de Messines,http://commons.wikimedia.org/wiki/Special:FilePath/74741-Igreja%20de%20S.%20Bartolomeu%20de%20Messines%20no%20Concelho%20de%20Silves.jpg
http://www.wikidata.org/entity/Q10300709,Igreja de São Bartolomeu,"igreja em São Bartolomeu dos Regatos, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,29633,,Point(-27.29027778 38.67416667),,São Bartolomeu de Regatos,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20S%C3%A3o%20Bartolomeu%20-%20S%C3%A3o%20Bartolomeu%20de%20Regatos%20exterior.JPG
http://www.wikidata.org/entity/Q10300709,Igreja de São Bartolomeu,"igreja em São Bartolomeu dos Regatos, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,29633,,Point(-27.29027778 38.67416667),,Açores,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20S%C3%A3o%20Bartolomeu%20-%20S%C3%A3o%20Bartolomeu%20de%20Regatos%20exterior.JPG
http://www.wikidata.org/entity/Q10300723,Igreja de São Domingos (Amarante),"igreja em Amarante, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,4828,DGPC-74570,Point(-8.079174995 41.269004821),São Gonçalo,"Amarante (São Gonçalo), Madalena, Cepelos e Gatão",http://commons.wikimedia.org/wiki/Special:FilePath/Amarante%20S%C3%A3o%20Domingos%20629.jpg
http://www.wikidata.org/entity/Q10300723,Igreja de São Domingos (Amarante),"igreja em Amarante, Portugal",http://www.wikidata.org/entity/Q108325,capela,"lugar de culto religioso, podendo ser parte de um edifício maior como uma igreja ou um palácio",4828,DGPC-74570,Point(-8.079174995 41.269004821),São Gonçalo,"Amarante (São Gonçalo), Madalena, Cepelos e Gatão",http://commons.wikimedia.org/wiki/Special:FilePath/Amarante%20S%C3%A3o%20Domingos%20629.jpg
http://www.wikidata.org/entity/Q66814471,"Paço dos Ribafrias, Casa dos Ribafrias","conjunto em Sintra, Portugal",http://www.wikidata.org/entity/Q66626342,conjunto urbano,,7869,DGPC-4329198,Point(-9.39251 38.795784),São Martinho,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",
http://www.wikidata.org/entity/Q66814469,"Quinta de São Sebastião, capela, casa e mais edifícios de apoio","quinta em Sintra, Portugal",http://www.wikidata.org/entity/Q25339974,quinta,designação de propriedade rural em Portugal,6087,DGPC-74980,Point(-9.389655 38.80075),Santa Maria e São Miguel,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",
http://www.wikidata.org/entity/Q66814474,"Gruta artificial da época calcolítica, aberta em argila compacta, existente no lugar de Ermejeira","gruta artificial em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q1131329,Q1131329,,6333,DGPC-70262,Point(-9.189106941 39.13412857),Maxial,Maxial e Monte Redondo,http://commons.wikimedia.org/wiki/Special:FilePath/Par%20de%20brincos%2C%20verso%2C%20Calcol%C3%ADtico%20MNArqueologia.tif
http://www.wikidata.org/entity/Q66814474,"Gruta artificial da época calcolítica, aberta em argila compacta, existente no lugar de Ermejeira","gruta artificial em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q88778578,Q88778578,,6333,DGPC-70262,Point(-9.189106941 39.13412857),Maxial,Maxial e Monte Redondo,http://commons.wikimedia.org/wiki/Special:FilePath/Par%20de%20brincos%2C%20verso%2C%20Calcol%C3%ADtico%20MNArqueologia.tif
http://www.wikidata.org/entity/Q66814472,Capela de Sobral de Monte Agraço,"capela em Sobral de Monte Agraço, Portugal",http://www.wikidata.org/entity/Q108325,capela,"lugar de culto religioso, podendo ser parte de um edifício maior como uma igreja ou um palácio",6389,DGPC-71860,Point(-9.159369 39.007356),,Sobral de Monte Agraço,
http://www.wikidata.org/entity/Q66814478,Capela do Sanatório do Antigo Convento do Barro,"capela em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q108325,capela,"lugar de culto religioso, podendo ser parte de um edifício maior como uma igreja ou um palácio",6351,DGPC-70831,Point(-9.254187 39.071219),São Pedro e Santiago,"Santa Maria, São Pedro e Matacães",
http://www.wikidata.org/entity/Q66814476,Ermida de Nossa Senhora do Ameal,"ermida em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q108325,capela,"lugar de culto religioso, podendo ser parte de um edifício maior como uma igreja ou um palácio",3178,DGPC-70375,Point(-9.260818 39.09849),São Pedro e Santiago,"Santa Maria, São Pedro e Matacães",http://commons.wikimedia.org/wiki/Special:FilePath/Ermida%20de%20Nossa%20Senhora%20do%20Amial%20-%20Torres%20Vedras%20-%20Portugal%20%285202427040%29.jpg
http://www.wikidata.org/entity/Q66814482,Residência Solarenga da Quinta do Juncal,"solar em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q879050,solar,casa de origem de uma família nobre,6334,DGPC-70963,Point(-9.210846 39.089344),Matacães,"Santa Maria, São Pedro e Matacães",
http://www.wikidata.org/entity/Q66814483,Castro da Fórnea,"castro em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q5050823,castro,,6357,DGPC-71252,Point(-9.218413 39.086823),Matacães,"Santa Maria, São Pedro e Matacães",
http://www.wikidata.org/entity/Q66814480,Capela do Espírito Santo,"capela em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q108325,capela,"lugar de culto religioso, podendo ser parte de um edifício maior como uma igreja ou um palácio",6328,DGPC-70841,Point(-9.264799 39.041406),,Turcifal,
http://www.wikidata.org/entity/Q66814481,Casa da Quinta Nova,"casa em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q3947,casa,estrutura de habitação,6337,DGPC-70962,Point(-9.219978 39.09016),Matacães,"Santa Maria, São Pedro e Matacães",
http://www.wikidata.org/entity/Q66814486,Igreja de Nossa Senhora da Oliveira,"igreja em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,6335,DGPC-71823,Point(-9.211664 39.089931),Matacães,"Santa Maria, São Pedro e Matacães",
http://www.wikidata.org/entity/Q66814487,"Igreja de Santa Maria Madalena, matriz do Turcifal","igreja em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,4013,DGPC-73584,Point(-9.265706 39.042049),,Turcifal,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Matriz%20do%20Turcifal%20-%20Portugal%20%28196374527%29.jpg
http://www.wikidata.org/entity/Q66814484,Igreja Matriz de Freiria,"igreja em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,6331,DGPC-71687,Point(-9.319488 39.024916),,Freiria,
http://www.wikidata.org/entity/Q66814485,Ermida e Sítio do Senhor Jesus do Calvário,"ermida em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q108325,capela,"lugar de culto religioso, podendo ser parte de um edifício maior como uma igreja ou um palácio",6350,DGPC-71700,Point(-9.214225 39.089618),Matacães,"Santa Maria, São Pedro e Matacães",
http://www.wikidata.org/entity/Q66814490,Convento de Penafirme,"antigo convento, atualmente em ruínas, em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q44613,mosteiro,,6355,DGPC-74917,Point(-9.355817 39.163553),A dos Cunhados,A-dos-Cunhados e Maceira,http://commons.wikimedia.org/wiki/Special:FilePath/Ru%C3%ADnas%20do%20Convento%20de%20Penafirme%20-%20Portugal%20%288106498264%29.jpg
http://www.wikidata.org/entity/Q66814491,Casa do Eremita,"casa em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q3947,casa,estrutura de habitação,http://www.wikidata.org/.well-known/genid/300df8c56cf9bac24f100eeababdaf31,DGPC-5655406,Point(-9.191571 39.129684),Maxial,Maxial e Monte Redondo,
http://www.wikidata.org/entity/Q66814488,Ermida de Nossa Senhora da Purificação,"ermida em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q108325,capela,"lugar de culto religioso, podendo ser parte de um edifício maior como uma igreja ou um palácio",4050,DGPC-74782,Point(-9.17852 39.045593),Dois Portos,Dois Portos e Runa,
http://www.wikidata.org/entity/Q66814489,Gruta da Raínha,"gruta em Torres Vedras, Portugal",http://www.wikidata.org/entity/Q35509,caverna,cavidade natural rochosa com dimensões que permitam acesso a seres humanos,6336,DGPC-74916,Point(-9.326072 39.181435),A dos Cunhados,A-dos-Cunhados e Maceira,
http://www.wikidata.org/entity/Q66814494,Pelourinho de Vila Franca de Xira,"pelourinho em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q241212,pelourinho,símbolo da autoridade local,6396,DGPC-71112,Point(-8.989646 38.954232),,Vila Franca de Xira,http://commons.wikimedia.org/wiki/Special:FilePath/Pelourinho%20de%20Vila%20Franca%20de%20Xira%2002.jpg
http://www.wikidata.org/entity/Q66814492,Monte do Senhor da Boa Morte,"conjunto arquitectónico e arqueológico em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q839954,sítio arqueológico,local onde se concentram vestígios arquelógicos,5596,DGPC-70849,Point(-8.988727 38.971053),,Vila Franca de Xira,http://commons.wikimedia.org/wiki/Special:FilePath/Capela%20do%20Senhor%20da%20Boa%20Morte%20-%20Povos%20-%20Portugal%20%2837752271166%29.jpg
http://www.wikidata.org/entity/Q66814493,Igreja Paroquial de Cachoeiras,"igreja em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,6808,DGPC-70886,Point(-9.01551 38.985808),Cachoeiras,Castanheira do Ribatejo e Cachoeiras,
http://www.wikidata.org/entity/Q66814498,Igreja Matriz de Castanheira do Ribatejo,"igreja em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,6405,DGPC-71801,Point(-8.971864 38.992886),Castanheira do Ribatejo,Castanheira do Ribatejo e Cachoeiras,
http://www.wikidata.org/entity/Q66814499,Marco da IV Légua da estrada real Lisboa-Santarém,"marco em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q10145,marco quilométrico,,6402,DGPC-71802,Point(-8.976983 39.004073),Alverca do Ribatejo,Alverca do Ribatejo e Sobralinho,
http://www.wikidata.org/entity/Q66814496,Palácio do Farrobo (restos),"palácio em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q16560,palácio,edifício,3030,DGPC-71503,Point(-9.008827 38.969897),,Vila Franca de Xira,
http://www.wikidata.org/entity/Q66814497,Igreja do Mártir Santo São Sebastião,"igreja em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,6394,DGPC-71504,Point(-8.988039 38.957757),,Vila Franca de Xira,
http://www.wikidata.org/entity/Q66814502,"Quinta do Bulhaco (parte da primitiva quinta), incluindo a Casa Grande, os pátios, as dependências agrícolas, a azenha, a casa de fresco, o Casal do Pereiro, o sistema hidráulico e terrenos agrícolas e silvículas","quinta em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q25339974,quinta,designação de propriedade rural em Portugal,3168,DGPC-72826,Point(-9.064475 38.94856),São João dos Montes,"Alhandra, São João dos Montes e Calhandriz",
http://www.wikidata.org/entity/Q66814503,"Um marco de Légua na EN 12-1 (actual EN 10), ao km. 29,270","marco em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q10145,marco quilométrico,,6397,DGPC-74545,Point(-8.970648 39.004308),Alverca do Ribatejo,Alverca do Ribatejo e Sobralinho,http://commons.wikimedia.org/wiki/Special:FilePath/Marco%20da%20VI%20L%C3%A9gua%20%28Marco%20de%20L%C3%A9gua%2C%20EN.%2012-1%C2%AA%2C%20km.%2029%2C270%292.jpg
http://www.wikidata.org/entity/Q66814500,Real Fábrica de Atanados da Vila de Povos,"quinta em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q83405,fábrica,construção industrial onde são produzidos bens de consumo,24964,DGPC-71917,Point(-8.986355 38.9686),,Vila Franca de Xira,http://commons.wikimedia.org/wiki/Special:FilePath/Portugal%20-%20Lisbon%20-%202020%20%2850374957478%29.jpg
http://www.wikidata.org/entity/Q66814500,Real Fábrica de Atanados da Vila de Povos,"quinta em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q25339974,quinta,designação de propriedade rural em Portugal,24964,DGPC-71917,Point(-8.986355 38.9686),,Vila Franca de Xira,http://commons.wikimedia.org/wiki/Special:FilePath/Portugal%20-%20Lisbon%20-%202020%20%2850374957478%29.jpg
http://www.wikidata.org/entity/Q66814501,"Conjunto constituído pelo Celeiro da Patriarcal, imóvel anexo à fachada posterior, pátio e portal de entrada","celeiro em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q114768,celeiro,edifício para armazenar cereal,6392,DGPC-71918,Point(-8.989335 38.953333),,Vila Franca de Xira,http://commons.wikimedia.org/wiki/Special:FilePath/Celeiro%20da%20Patriarcal%20-%20Vila%20Franca%20de%20Xira%20-%20Portugal%20%2828244735659%29.jpg
http://www.wikidata.org/entity/Q66814506,Igreja Paroquial de Nossa Senhora da Assunção de Vialonga,"igreja em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,6398,DGPC-74780,Point(-9.078286 38.875019),,Vialonga,
http://www.wikidata.org/entity/Q66814507,Pelourinho de Povos,"pelourinho em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q241212,pelourinho,símbolo da autoridade local,6395,DGPC-75022,Point(-8.984758 38.967995),,Vila Franca de Xira,http://commons.wikimedia.org/wiki/Special:FilePath/Pelourinho%20de%20Povos%20-%20Portugal%20%2825931908377%29.jpg
http://www.wikidata.org/entity/Q66814504,Marco de Légua (restos em depósito na Câmara Municipal de Vila Franca de Xira),"marco em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q10145,marco quilométrico,,22421,DGPC-74546,Point(-8.985889 38.956439),,Vila Franca de Xira,
http://www.wikidata.org/entity/Q66814505,"Dois obeliscos ladeando a EN 12-1ª, ao km 13,895","marco em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q10145,marco quilométrico,,4014,DGPC-74715,Point(-9.049733 38.882309),Forte da Casa,Póvoa de Santa Iria e Forte da Casa,
http://www.wikidata.org/entity/Q66814511,Pelourinho de Alter do Chão,"pelourinho em Alter do Chão, Portugal",http://www.wikidata.org/entity/Q241212,pelourinho,símbolo da autoridade local,1840,DGPC-70688,Point(-7.658816 39.200231),,Alter do Chão,http://commons.wikimedia.org/wiki/Special:FilePath/Pelourinho%20de%20Alter%20do%20Ch%C3%A3o%20-%20Portugal%20%28305125167%29.jpg
http://www.wikidata.org/entity/Q66814508,Quinta de Santo António,"convento em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q44613,mosteiro,,2442,DGPC-75023,Point(-9.002572 38.98577),,Vila Franca de Xira,
http://www.wikidata.org/entity/Q66814509,OGMA - Indústria Aeronáutica de Portugal,"empresa portuguesa dedicada ao fornecimento de serviços de manutenção e fabricação de aeroestruturas - arquitectura industrial moderna (1925-1965) em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q1569871,património industrial,,http://www.wikidata.org/.well-known/genid/9016eef9df6fb9cd604670bf98da6211,DGPC-328130,Point(-9.031313 38.889562),,Alverca do Ribatejo e Sobralinho,http://commons.wikimedia.org/wiki/Special:FilePath/OGMA%20-%20Servi%C3%A7os%20MRO.jpg
http://www.wikidata.org/entity/Q66814509,OGMA - Indústria Aeronáutica de Portugal,"empresa portuguesa dedicada ao fornecimento de serviços de manutenção e fabricação de aeroestruturas - arquitectura industrial moderna (1925-1965) em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q6881511,empresa,organização econômica voltada ao lucro,http://www.wikidata.org/.well-known/genid/9016eef9df6fb9cd604670bf98da6211,DGPC-328130,Point(-9.031313 38.889562),,Alverca do Ribatejo e Sobralinho,http://commons.wikimedia.org/wiki/Special:FilePath/OGMA%20-%20Servi%C3%A7os%20MRO.jpg
http://www.wikidata.org/entity/Q66814509,OGMA - Indústria Aeronáutica de Portugal,"empresa portuguesa dedicada ao fornecimento de serviços de manutenção e fabricação de aeroestruturas - arquitectura industrial moderna (1925-1965) em Vila Franca de Xira, Portugal",http://www.wikidata.org/entity/Q13226383,instalação,,http://www.wikidata.org/.well-known/genid/9016eef9df6fb9cd604670bf98da6211,DGPC-328130,Point(-9.031313 38.889562),,Alverca do Ribatejo e Sobralinho,http://commons.wikimedia.org/wiki/Special:FilePath/OGMA%20-%20Servi%C3%A7os%20MRO.jpg
http://www.wikidata.org/entity/Q66814514,Estação arqueológica de Alter do Chão,"villa em Alter do Chão, Portugal",http://www.wikidata.org/entity/Q918230,villa romana,quinta da Roma Antiga,4579,DGPC-73824,Point(-7.662192 39.196966),,Alter do Chão,
http://www.wikidata.org/entity/Q66814514,Estação arqueológica de Alter do Chão,"villa em Alter do Chão, Portugal",http://www.wikidata.org/entity/Q14752696,estrutura da Roma Antiga,,4579,DGPC-73824,Point(-7.662192 39.196966),,Alter do Chão,
http://www.wikidata.org/entity/Q66814515,Casa do Álamo,"solar em Alter do Chão, Portugal",http://www.wikidata.org/entity/Q7075,biblioteca,instituição ou lugar onde se guardam livros,4570,DGPC-74777,Point(-7.656479 39.201365),,Alter do Chão,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20do%20%C3%81lamo%20-%20Alter%20do%20Ch%C3%A3o%20-%20Portugal%20%283817181147%29.jpg
http://www.wikidata.org/entity/Q66814515,Casa do Álamo,"solar em Alter do Chão, Portugal",http://www.wikidata.org/entity/Q879050,solar,casa de origem de uma família nobre,4570,DGPC-74777,Point(-7.656479 39.201365),,Alter do Chão,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20do%20%C3%81lamo%20-%20Alter%20do%20Ch%C3%A3o%20-%20Portugal%20%283817181147%29.jpg
http://www.wikidata.org/entity/Q66814512,Capela de Santo António dos Olivais,"capela em Alter do Chão, Portugal",http://www.wikidata.org/entity/Q108325,capela,"lugar de culto religioso, podendo ser parte de um edifício maior como uma igreja ou um palácio",1610,DGPC-71333,Point(-7.669833 39.207145),,Alter do Chão,
http://www.wikidata.org/entity/Q66814513,Igreja do Senhor Jesus do Outeiro,"igreja em Alter do Chão, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,1842,DGPC-71656,Point(-7.658664 39.201291),,Alter do Chão,
http://www.wikidata.org/entity/Q66814518,Igreja de Nossa Senhora da Luz (Assunção),"igreja em Assunção, Arronches, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,6565,DGPC-75021,Point(-7.284833 39.123775),,Assunção,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20Nossa%20Senhora%20da%20Luz%20-%20Arronches%20-%20Portugal%20%2814161169868%29.jpg
http://www.wikidata.org/entity/Q66814519,Lápide da Igreja de Benavila,"inscrição em Avis, Portugal",http://www.wikidata.org/entity/Q1640824,inscrição,,http://www.wikidata.org/.well-known/genid/3568162e3887b38a8351de65d3fd951f,DGPC-70179,Point(-7.868284225 39.117408752),Benavila,Benavila e Valongo,http://commons.wikimedia.org/wiki/Special:FilePath/Senhora%20de%20Entre%20%C3%81guas%20-%20Benavila%20%28144000135%29.jpg
http://www.wikidata.org/entity/Q66814516,Abrigo com pinturas rupestres de Vale de Junco (Esperança),"gruta em Arronches, Portugal",http://www.wikidata.org/entity/Q35509,caverna,cavidade natural rochosa com dimensões que permitam acesso a seres humanos,3726,DGPC-70466,Point(-7.172823 39.148898),,Esperança,http://commons.wikimedia.org/wiki/Special:FilePath/Pinturas%20Rupestres%20da%20Lapa%20dos%20Gaiv%C3%B5es%20-%20Hortas%20de%20Baixo%20-%20Portugal%20%2812758010483%29.jpg
http://www.wikidata.org/entity/Q66814517,Igreja Matriz de Nossa Senhora da Assunção de Arronches,"igreja em Arronches, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,6570,DGPC-71111,Point(-7.284855 39.121974),,Assunção,http://commons.wikimedia.org/wiki/Special:FilePath/Arronches%20-%20Portugal%20%2813807745704%29.jpg
http://www.wikidata.org/entity/Q66814522,Povoado de Santa Vitória,"povoado em Campo Maior, Portugal",http://www.wikidata.org/entity/Q486972,lugar povoado,,28388,DGPC-71358,Point(-7.091836929 39.004226684),,São João Baptista,
http://www.wikidata.org/entity/Q66814523,Igreja matriz de Campo Maior,"igreja em Campo Maior, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,6568,DGPC-74467,Point(-7.069848 39.012894),,Nossa Senhora da Expectação,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Matriz%20de%20Campo%20Maior%20-%20Portugal%20%2852231379295%29%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q66814520,Conjunto do antigo Convento da Ordem de Avis,"convento em Avis, Portugal",http://www.wikidata.org/entity/Q44613,mosteiro,,3224,DGPC-73455,Point(-7.890482 39.057326),,Avis,http://commons.wikimedia.org/wiki/Special:FilePath/Avis3.jpg
http://www.wikidata.org/entity/Q66814521,Pelourinho de Campo Maior,"pelourinho em Campo Maior, Portugal",http://www.wikidata.org/entity/Q241212,pelourinho,símbolo da autoridade local,1857,DGPC-71212,Point(-7.068752 39.012521),,Nossa Senhora da Expectação,http://commons.wikimedia.org/wiki/Special:FilePath/Pelourinho%20de%20Campo%20Maior%20-%20Portugal%20%2852567822116%29.jpg
http://www.wikidata.org/entity/Q66814526,Anta de Couleiros,"anta em Castelo de Vide, Portugal",http://www.wikidata.org/entity/Q101659,dólmen,túmulo megalítico pré-histórico,4577,DGPC-69823,Point(-7.470257 39.444088),,Santiago Maior,
http://www.wikidata.org/entity/Q66814527,Anta da Fonte de Mouratão,"anta em Castelo de Vide, Portugal",http://www.wikidata.org/entity/Q101659,dólmen,túmulo megalítico pré-histórico,3724,DGPC-70260,Point(-7.570997 39.412103),,São João Baptista,
http://www.wikidata.org/entity/Q66814524,Anta da Várzea dos Mourões,"anta em Castelo de Vide, Portugal",http://www.wikidata.org/entity/Q101659,dólmen,túmulo megalítico pré-histórico,3212,DGPC-69821,Point(-7.468572 39.486951),,Santiago Maior,
http://www.wikidata.org/entity/Q66814525,Anta da Melriça,"anta em Castelo de Vide, Portugal",http://www.wikidata.org/entity/Q101659,dólmen,túmulo megalítico pré-histórico,3718,DGPC-69822,Point(-7.502409 39.433999),,Santiago Maior,
http://www.wikidata.org/entity/Q66814530,Ermida de Nossa Senhora da Penha (Castelo de Vide),"ermida em Castelo de Vide, Portugal",http://www.wikidata.org/entity/Q108325,capela,"lugar de culto religioso, podendo ser parte de um edifício maior como uma igreja ou um palácio",7358,DGPC-71374,Point(-7.464808 39.410491),Santa Maria da Devesa,São João Baptista,http://commons.wikimedia.org/wiki/Special:FilePath/Ermida%20de%20Nossa%20Senhora%20da%20Penha%20-%20Castelo%20de%20Vide%20-%20Portugal%20%2846236409224%29.jpg
http://www.wikidata.org/entity/Q66814531,Igreja de Santiago Maior,"igreja em Castelo de Vide, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,3231,DGPC-71608,Point(-7.458715 39.41677),,Santiago Maior,http://commons.wikimedia.org/wiki/Special:FilePath/Castelo%20de%20Vide%20-%20Igreja%20de%20S%C3%A3o%20Tiago%20Maior%20desde%20o%20Castelo.jpg
http://www.wikidata.org/entity/Q66814528,Anta da Nave do Grou,"anta em Castelo de Vide, Portugal",http://www.wikidata.org/entity/Q101659,dólmen,túmulo megalítico pré-histórico,3720,DGPC-70261,Point(-7.50623 39.39637),,São João Baptista,
http://www.wikidata.org/entity/Q66814529,"Casa na Rua Nova, 20-22","edifício em Castelo de Vide, Portugal",http://www.wikidata.org/entity/Q41176,edifício,tipo de obra arquitetônica,3769,DGPC-71000,Point(-7.455717 39.415993),,Santa Maria da Devesa,http://commons.wikimedia.org/wiki/Special:FilePath/Castelo%20de%20Vide%20-%20Casa%20na%20Rua%20Nova%2C%20n.%C2%BA%2024.jpg
http://www.wikidata.org/entity/Q66814534,Anta do Vale de Sancho,"anta em Castelo de Vide, Portugal",http://www.wikidata.org/entity/Q101659,dólmen,túmulo megalítico pré-histórico,4582,DGPC-72749,Point(-7.433786 39.49008),,Santa Maria da Devesa,
